,InvoiceDate,Sales
0,2010-12-01,23.880787847579814
1,2010-12-02,23.658265
2,2010-12-03,21.68786038077969
3,2010-12-04,16.710178344008753
4,2010-12-05,11.732496307237813
5,2010-12-06,16.049172236503857
6,2010-12-07,48.46424324324324
7,2010-12-08,20.148264887063654
8,2010-12-09,21.85929102344197
9,2010-12-10,24.384260869565217
10,2010-12-11,18.21781636793024
11,2010-12-12,12.051371866295264
12,2010-12-13,21.817426992896607
13,2010-12-14,18.08901912399753
14,2010-12-15,23.515686578743214
15,2010-12-16,29.412165566886625
16,2010-12-17,27.76531855955679
17,2010-12-18,21.390139036863417
18,2010-12-19,15.014959514170041
19,2010-12-20,23.66943305186972
20,2010-12-21,40.07954773869346
21,2010-12-22,22.62277777777778
22,2010-12-23,16.812410714285715
23,2010-12-24,16.76587380713009
24,2010-12-25,16.71933689997447
25,2010-12-26,16.672799992818845
26,2010-12-27,16.626263085663222
27,2010-12-28,16.5797261785076
28,2010-12-29,16.533189271351972
29,2010-12-30,16.48665236419635
30,2010-12-31,16.440115457040726
31,2011-01-01,16.393578549885103
32,2011-01-02,16.34704164272948
33,2011-01-03,16.300504735573856
34,2011-01-04,16.253967828418233
35,2011-01-05,27.510630372492837
36,2011-01-06,27.14075039494471
37,2011-01-07,22.17874184529357
38,2011-01-08,18.274343600242414
39,2011-01-09,14.369945355191257
40,2011-01-10,19.377310606060608
41,2011-01-11,71.6632342449465
42,2011-01-12,18.996611295681063
43,2011-01-13,20.86837689133425
44,2011-01-14,49.41502499999999
45,2011-01-15,30.347746144859812
46,2011-01-16,11.280467289719628
47,2011-01-17,17.28890625
48,2011-01-18,165.8884659090909
49,2011-01-19,22.738214285714285
50,2011-01-20,22.061837916063674
51,2011-01-21,35.2903488372093
52,2011-01-22,23.691831395348835
53,2011-01-23,12.093313953488373
54,2011-01-24,23.139593175853015
55,2011-01-25,20.149791144527985
56,2011-01-26,17.614118831822758
57,2011-01-27,16.939625382262996
58,2011-01-28,26.8222049689441
59,2011-01-29,18.043980635732552
60,2011-01-30,9.265756302521009
61,2011-01-31,18.818080000000002
62,2011-02-01,21.53183673469388
63,2011-02-02,17.214086345381524
64,2011-02-03,26.129564193168434
65,2011-02-04,24.780177838577295
66,2011-02-05,18.58562655369725
67,2011-02-06,12.391075268817204
68,2011-02-07,24.544035639412996
69,2011-02-08,22.962771474878444
70,2011-02-09,27.154396355353075
71,2011-02-10,21.447900302114803
72,2011-02-11,35.09332075471698
73,2011-02-12,22.237653809213988
74,2011-02-13,9.381986863711003
75,2011-02-14,32.769216524216525
76,2011-02-15,36.26166026871401
77,2011-02-16,23.49922
78,2011-02-17,16.674330188679246
79,2011-02-18,24.064991680532444
80,2011-02-19,17.63476010103456
81,2011-02-20,11.204528521536671
82,2011-02-21,34.455598739495805
83,2011-02-22,25.46766812227074
84,2011-02-23,20.049813471502592
85,2011-02-24,19.36238954012624
86,2011-02-25,22.660530209617754
87,2011-02-26,17.210820660364433
88,2011-02-27,11.761111111111111
89,2011-02-28,15.399612640163099
90,2011-03-01,21.542269826800364
91,2011-03-02,20.996617977528093
92,2011-03-03,35.75087051142547
93,2011-03-04,19.551320541760724
94,2011-03-05,15.864222999260386
95,2011-03-06,12.177125456760049
96,2011-03-07,18.408058076225046
97,2011-03-08,18.71263468013468
98,2011-03-09,19.986119842829076
99,2011-03-10,27.116226415094342
100,2011-03-11,32.197226502311246
101,2011-03-12,19.982620741792328
102,2011-03-13,7.768014981273408
103,2011-03-14,23.905560661764707
104,2011-03-15,17.67624852071006
105,2011-03-16,25.82326627218935
106,2011-03-17,30.826698748796918
107,2011-03-18,22.93994117647059
108,2011-03-19,19.790103148301576
109,2011-03-20,16.64026512013256
110,2011-03-21,16.479517453798767
111,2011-03-22,15.537318663406683
112,2011-03-23,20.788824662813102
113,2011-03-24,23.767577720207253
114,2011-03-25,27.718527918781724
115,2011-03-26,20.31892782493708
116,2011-03-27,12.919327731092437
117,2011-03-28,15.282780748663102
118,2011-03-29,35.352205323193914
119,2011-03-30,23.37078988941548
120,2011-03-31,25.20962708537782
121,2011-04-01,21.89387355298308
122,2011-04-02,15.758132882193905
123,2011-04-03,9.622392211404728
124,2011-04-04,24.16134054954205
125,2011-04-05,30.693030949839912
126,2011-04-06,15.922803504380475
127,2011-04-07,12.964383667180277
128,2011-04-08,22.188193359375
129,2011-04-09,16.407054879044413
130,2011-04-10,10.625916398713827
131,2011-04-11,17.720930640913082
132,2011-04-12,22.306369545032496
133,2011-04-13,23.980822722820765
134,2011-04-14,24.15608930987821
135,2011-04-15,23.074879641485275
136,2011-04-16,18.124137543309924
137,2011-04-17,13.173395445134576
138,2011-04-18,30.892975265017665
139,2011-04-19,15.909738396624473
140,2011-04-20,28.231558726673985
141,2011-04-21,20.089934971098266
142,2011-04-22,19.639619051258776
143,2011-04-23,19.18930313141929
144,2011-04-24,18.7389872115798
145,2011-04-25,18.288671291740314
146,2011-04-26,17.838355371900825
147,2011-04-27,22.577224880382776
148,2011-04-28,21.366022044088176
149,2011-04-29,19.432749815106405
150,2011-04-30,17.49947758612463
151,2011-05-01,15.566205357142858
152,2011-05-02,22.473351662311266
153,2011-05-03,29.380497967479673
154,2011-05-04,24.150877192982456
155,2011-05-05,20.870694789081885
156,2011-05-06,23.609432515337424
157,2011-05-07,18.093849591002048
158,2011-05-08,12.578266666666668
159,2011-05-09,20.458287606433302
160,2011-05-10,22.97746153846154
161,2011-05-11,21.796103896103897
162,2011-05-12,34.17088419851682
163,2011-05-13,23.383766937669378
164,2011-05-14,18.035297623487374
165,2011-05-15,12.686828309305373
166,2011-05-16,30.20871404399323
167,2011-05-17,35.724472671285604
168,2011-05-18,28.34730172413793
169,2011-05-19,20.731609724047306
170,2011-05-20,26.63496342737722
171,2011-05-21,21.118862911370513
172,2011-05-22,15.602762395363811
173,2011-05-23,24.363805447470817
174,2011-05-24,30.48120187793427
175,2011-05-25,21.776049751243782
176,2011-05-26,37.02189830508475
177,2011-05-27,25.13458432304038
178,2011-05-28,18.435784225012252
179,2011-05-29,11.736984126984128
180,2011-05-30,15.876550369322647
181,2011-05-31,20.016116611661168
182,2011-06-01,21.955620542082738
183,2011-06-02,27.2331007751938
184,2011-06-03,23.141938461538462
185,2011-06-04,19.815194311155082
186,2011-06-05,16.488450160771706
187,2011-06-06,15.664403846153846
188,2011-06-07,23.320674002751034
189,2011-06-08,20.608962457337885
190,2011-06-09,30.716091624910522
191,2011-06-10,84.1692485549133
192,2011-06-11,47.934628967888166
193,2011-06-12,11.70000938086304
194,2011-06-13,17.528097777777777
195,2011-06-14,32.680852941176475
196,2011-06-15,34.970938712179986
197,2011-06-16,25.66145353455123
198,2011-06-17,22.239474912485413
199,2011-06-18,20.81817306557719
200,2011-06-19,19.39687121866897
201,2011-06-20,22.454235395189002
202,2011-06-21,20.214521384928716
203,2011-06-22,21.47101419878296
204,2011-06-23,14.312696700507615
205,2011-06-24,21.947547945205482
206,2011-06-25,16.282986866155966
207,2011-06-26,10.618425787106446
208,2011-06-27,17.06386768447837
209,2011-06-28,38.795895806861495
210,2011-06-29,22.609046762589927
211,2011-06-30,35.0193288590604
212,2011-07-01,14.615455635491609
213,2011-07-02,12.351532165571893
214,2011-07-03,10.087608695652175
215,2011-07-04,33.3173870967742
216,2011-07-05,32.490325000000006
217,2011-07-06,18.636753246753248
218,2011-07-07,22.350689102564104
219,2011-07-08,22.395790816326528
220,2011-07-09,14.875116267058969
221,2011-07-10,7.354441717791411
222,2011-07-11,18.783938260056125
223,2011-07-12,24.15637954239569
224,2011-07-13,16.113474295190713
225,2011-07-14,22.937614613180514
226,2011-07-15,16.377486187845307
227,2011-07-16,15.290334383704897
228,2011-07-17,14.203182579564487
229,2011-07-18,18.72309523809524
230,2011-07-19,31.316586021505376
231,2011-07-20,22.470514522821578
232,2011-07-21,23.131438356164384
233,2011-07-22,19.485712383488682
234,2011-07-23,22.288230723579545
235,2011-07-24,25.090749063670412
236,2011-07-25,18.48573708920188
237,2011-07-26,20.51364294187426
238,2011-07-27,27.144085510688836
239,2011-07-28,41.65900845503459
240,2011-07-29,18.341074468085107
241,2011-07-30,22.41133422056119
242,2011-07-31,26.481593973037274
243,2011-08-01,19.808400000000002
244,2011-08-02,22.209255202628697
245,2011-08-03,19.923480538922156
246,2011-08-04,42.60783115991764
247,2011-08-05,15.847641886490809
248,2011-08-06,15.098972458396918
249,2011-08-07,14.35030303030303
250,2011-08-08,18.177203311867526
251,2011-08-09,29.463246311010213
252,2011-08-10,26.91268292682927
253,2011-08-11,38.30011971830986
254,2011-08-12,25.635049928673325
255,2011-08-13,18.13218109816566
256,2011-08-14,10.629312267657992
257,2011-08-15,18.804765539803707
258,2011-08-16,17.140554371002132
259,2011-08-17,33.938510786360474
260,2011-08-18,36.59188768606224
261,2011-08-19,21.4069012345679
262,2011-08-20,17.58108989962578
263,2011-08-21,13.755278564683664
264,2011-08-22,23.491816019032512
265,2011-08-23,16.666004464285713
266,2011-08-24,25.289462999345123
267,2011-08-25,18.935429292929292
268,2011-08-26,27.90699074074074
269,2011-08-27,18.470648380403816
270,2011-08-28,9.03430602006689
271,2011-08-29,15.871536043452469
272,2011-08-30,22.70876606683805
273,2011-08-31,27.20641059602649
274,2011-09-01,26.73115164520744
275,2011-09-02,27.24554856115108
276,2011-09-03,20.108292968599947
277,2011-09-04,12.971037376048816
278,2011-09-05,26.000509832483612
279,2011-09-06,24.444697986577182
280,2011-09-07,22.415734693877553
281,2011-09-08,16.574910650464616
282,2011-09-09,19.719333333333335
283,2011-09-10,18.619328728827497
284,2011-09-11,17.519324124321656
285,2011-09-12,19.38324099722992
286,2011-09-13,25.44228737453777
287,2011-09-14,19.44214474845543
288,2011-09-15,45.05235919899875
289,2011-09-16,18.703925985518907
290,2011-09-17,15.541322269489013
291,2011-09-18,12.37871855345912
292,2011-09-19,33.84692810457516
293,2011-09-20,71.43357044198895
294,2011-09-21,22.742504430005905
295,2011-09-22,23.678134206219312
296,2011-09-23,16.87790759426447
297,2011-09-24,16.357343751700636
298,2011-09-25,15.8367799091368
299,2011-09-26,19.257938936309916
300,2011-09-27,21.30593886462882
301,2011-09-28,18.475823084200567
302,2011-09-29,19.977387226440378
303,2011-09-30,27.55226428079835
304,2011-10-01,17.854635661525936
305,2011-10-02,8.157007042253522
306,2011-10-03,35.424317406143345
307,2011-10-04,18.772537603105288
308,2011-10-05,34.37311224489795
309,2011-10-06,22.848202799848657
310,2011-10-07,25.159933503836317
311,2011-10-08,17.602855551273517
312,2011-10-09,10.045777598710718
313,2011-10-10,15.80349229640499
314,2011-10-11,25.783881177123817
315,2011-10-12,19.2712786657401
316,2011-10-13,16.917142857142856
317,2011-10-14,21.603685272360458
318,2011-10-15,19.627407993036684
319,2011-10-16,17.65113071371291
320,2011-10-17,19.783350168350168
321,2011-10-18,18.258639255996084
322,2011-10-19,20.323091997822534
323,2011-10-20,26.526524761077322
324,2011-10-21,45.7014069591528
325,2011-10-22,26.429346170991714
326,2011-10-23,7.157285382830627
327,2011-10-24,21.137247311827956
328,2011-10-25,17.421129807692306
329,2011-10-26,19.893310225303292
330,2011-10-27,24.805482007996446
331,2011-10-28,26.316563161609032
332,2011-10-29,19.116783821411204
333,2011-10-30,11.917004481213375
334,2011-10-31,18.098888280394306
335,2011-11-01,16.9180081300813
336,2011-11-02,22.02086412734508
337,2011-11-03,30.923603465851173
338,2011-11-04,22.638918482647295
339,2011-11-05,17.591930757537497
340,2011-11-06,12.544943032427696
341,2011-11-07,16.587458213256486
342,2011-11-08,16.577974025974026
343,2011-11-09,28.27088735632184
344,2011-11-10,22.485105229591834
345,2011-11-11,15.335554177005791
346,2011-11-12,12.903461568737157
347,2011-11-13,10.47136896046852
348,2011-11-14,20.24723045125732
349,2011-11-15,21.894036697247707
350,2011-11-16,17.69165814463112
351,2011-11-17,18.60982350982351
352,2011-11-18,17.109520484171323
353,2011-11-19,13.432130193620395
354,2011-11-20,9.754739903069467
355,2011-11-21,19.33182515991471
356,2011-11-22,17.611663120567375
357,2011-11-23,21.945100609756096
358,2011-11-24,15.93519619991739
359,2011-11-25,15.709458186101296
360,2011-11-26,11.36975550507828
361,2011-11-27,7.030052824055262
362,2011-11-28,18.759200144770176
363,2011-11-29,17.960176470588234
364,2011-11-30,19.566617924528302
365,2011-12-01,20.81027570093458
366,2011-12-02,22.594082870136432
367,2011-12-03,16.545871934810616
368,2011-12-04,10.4976609994848
369,2011-12-05,17.250210432720806
370,2011-12-06,18.067361002349255
371,2011-12-07,32.004711582833416
372,2011-12-08,19.952373617693524
373,2011-12-09,298.78327390599674
